name	logg	Teff	mh	cto	logkzz	PH3	Radius_pc	SpT	f_F062	f_F087	f_F106	f_F129	f_F158	f_F184	f_F146	f_F213
spectra_logzz_7.0_teff_300.0_grav_31.0_mh_1.0_co_1.5.nc	3.4913616938342726	300.0	1.0	1.5	7.0	chemeq	2.661002329523503e-09	Y2	-16.98530202195427	-17.867145402344185	-21.01162260273114	-21.49235344174121	-20.042815786910026	-17.67194253344998	-20.78568090049798	-20.896594969864175
spectra_logzz_9.0_teff_300.0_grav_31.0_mh_1.0_co_1.5.nc	3.4913616938342726	300.0	1.0	1.5	9.0	chemeq	2.661002329523503e-09	Y2	-17.20494185858382	-18.782971934651222	-21.689538986191305	-22.13654108557017	-20.375843833643337	-18.0545747244974	-21.39970206241499	-21.19675779725724
spectra_logzz_4.0_teff_300.0_grav_31.0_mh_1.0_co_1.0.nc	3.4913616938342726	300.0	1.0	1.0	4.0	chemeq	2.661002329523503e-09	Y2	-16.85578957457898	-17.757878938082406	-20.80226429253267	-21.262117431025338	-19.949289960078826	-17.31238736930398	-20.58121522285671	-20.744306431426946
spectra_logzz_9.0_teff_300.0_grav_562.0_mh_1.0_co_0.5.nc	4.749736315569061	300.0	1.0	0.5	9.0	chemeq	2.095381911134037e-09	Y2	-18.880146727229658	-21.87196246795776	-23.65106543922455	-23.822855273683935	-23.009804081141365	-19.776112252009497	-23.325290935102853	-22.51718501211181
spectra_logzz_2.0_teff_325.0_grav_56.0_mh_1.0_co_1.0.nc	3.7481880270062002	325.0	1.0	1.0	2.0	chemeq	2.643945744647225e-09	Y2	-17.577880547954678	-19.15346780028476	-22.18211367519667	-22.56654749491254	-21.424541220073202	-18.8020318870699	-21.940421705153682	-22.20386897498806
spectra_logzz_9.0_teff_275.0_grav_562.0_mh_1.0_co_0.5.nc	4.749736315569061	275.0	1.0	0.5	9.0	chemeq	2.0795943327408637e-09	Y2	-18.753717343032765	-21.334584630079714	-22.530419672862887	-22.710976739084224	-21.842479588680785	-18.191441190898864	-22.19832346855062	-21.186081954350044
spectra_logzz_2.0_teff_300.0_grav_3160.0_mh_1.0_co_1.5.nc	5.4996870826184034	300.0	1.0	1.5	2.0	chemeq	1.5955613579662438e-09	Y2	-19.596428812924447	-21.91834037758595	-23.48691709083179	-23.726594669980766	-22.731139850720602	-18.17450531144183	-23.1671940670782	-21.935940457022554
spectra_logzz_8.0_teff_275.0_grav_100.0_mh_1.0_co_0.5.nc	4.0	275.0	1.0	0.5	8.0	chemeq	2.485616083158149e-09	Y2	-17.539308259712975	-19.50291624384094	-21.18324265529515	-21.51462760670659	-20.373234240257258	-16.889800809706326	-20.899081194062937	-20.36825077439826
spectra_logzz_7.0_teff_300.0_grav_178.0_mh_1.0_co_1.5.nc	4.250420002308894	300.0	1.0	1.5	7.0	chemeq	2.4021498885254974e-09	Y2	-18.273428837421786	-19.950329289748055	-22.543944443537406	-22.95657645587146	-21.616799966498185	-18.473353106421488	-22.283087997813844	-21.864378832788383
spectra_logzz_9.0_teff_275.0_grav_178.0_mh_1.0_co_2.5.nc	4.250420002308894	275.0	1.0	2.5	9.0	chemeq	2.3728283295377162e-09	Y2	-18.04402152515455	-19.112786556812864	-21.54960336204316	-22.018370058792495	-20.274252885418534	-17.239094749752553	-21.27148790581025	-20.577671118951486
spectra_logzz_7.0_teff_275.0_grav_1000.0_mh_1.0_co_1.0.nc	5.0	275.0	1.0	1.0	7.0	chemeq	1.919473023357895e-09	Y2	-19.051005914229602	-21.111533725699278	-22.702517050847685	-23.000352818323798	-22.032798648754763	-17.698391208729696	-22.426494217894238	-21.32209730458132
spectra_logzz_2.0_teff_275.0_grav_316.0_mh_1.0_co_1.5.nc	4.4996870826184034	275.0	1.0	1.5	2.0	chemeq	2.23300211297923e-09	Y2	-18.179815261844027	-19.176430309833307	-20.96936935917996	-21.358669233478306	-20.11104121976484	-16.07232740803297	-20.704422425950217	-20.075829382818753
spectra_logzz_8.0_teff_300.0_grav_100.0_mh_1.0_co_0.5.nc	4.0	300.0	1.0	0.5	8.0	chemeq	2.521704863514142e-09	Y2	-17.90365476580899	-20.39961834728212	-22.39156704264135	-22.613326561897296	-21.51384341130663	-18.393058519514348	-22.0452566061109	-21.691282776775395
spectra_logzz_2.0_teff_300.0_grav_17.0_mh_1.0_co_1.5.nc	3.230448921378274	300.0	1.0	1.5	2.0	chemeq	2.7392460358194033e-09	Y2	-16.613711876609976	-16.653629388947863	-19.87724332711415	-20.391196475080534	-19.167772430932477	-16.961261796040834	-19.714171616510587	-20.26852933095518
spectra_logzz_2.0_teff_275.0_grav_56.0_mh_1.0_co_2.5.nc	3.7481880270062002	275.0	1.0	2.5	2.0	chemeq	2.5626563753470635e-09	Y2	-17.08068124503463	-16.661231294186052	-19.35816806260069	-19.929512029596978	-18.60613531769661	-15.738147648873145	-19.20978834789534	-19.369947720831217
spectra_logzz_9.0_teff_300.0_grav_178.0_mh_1.0_co_2.5.nc	4.250420002308894	300.0	1.0	2.5	9.0	chemeq	2.4021498885254974e-09	Y2	-18.536560147418648	-20.09073614496325	-22.720824516665587	-23.237594747960657	-21.599200322666334	-18.884741009494363	-22.489347464488283	-21.980279620337832
spectra_logzz_7.0_teff_275.0_grav_178.0_mh_1.0_co_1.5.nc	4.250420002308894	275.0	1.0	1.5	7.0	chemeq	2.3728283295377162e-09	Y2	-17.80110274291336	-18.883619140050055	-21.26068992428206	-21.672164735894487	-20.311183165211435	-16.75704739522972	-20.993974583171912	-20.37679022490526
spectra_logzz_2.0_teff_300.0_grav_316.0_mh_1.0_co_1.5.nc	4.4996870826184034	300.0	1.0	1.5	2.0	chemeq	2.255558041837094e-09	Y2	-18.3884747870293	-19.899115075206748	-22.28866052526745	-22.645637576253545	-21.47917113790204	-17.86043859227145	-22.01753853405028	-21.541584030150595
spectra_logzz_4.0_teff_300.0_grav_3160.0_mh_1.0_co_0.5.nc	5.4996870826184034	300.0	1.0	0.5	4.0	chemeq	1.5955613579662438e-09	Y2	-19.561785714395768	-22.46769072147848	-23.737741461394677	-23.873048654458877	-23.183852404892974	-19.555819366093274	-23.413690972939495	-22.00530882558602
spectra_logzz_2.0_teff_325.0_grav_1000.0_mh_1.0_co_1.0.nc	5.0	325.0	1.0	1.0	2.0	chemeq	1.9352618988991165e-09	Y2	-19.383789081353385	-21.926987845124728	-24.02934514633472	-24.271037549221624	-23.209338852491975	-19.367824662427623	-23.700319270821673	-22.949102318922684
spectra_logzz_9.0_teff_300.0_grav_3160.0_mh_1.0_co_2.5.nc	5.4996870826184034	300.0	1.0	2.5	9.0	chemeq	1.5955613579662438e-09	Y2	-19.842968759895385	-22.31891855937339	-24.354745295919788	-24.763380822834776	-23.54823156514206	-19.541771680346635	-24.107539356348948	-22.933233412491287
spectra_logzz_8.0_teff_275.0_grav_31.0_mh_1.0_co_1.0.nc	3.4913616938342726	275.0	1.0	1.0	8.0	chemeq	2.611145782582343e-09	Y2	-16.636069498373224	-17.395420808702653	-20.002769638114792	-20.50282283129915	-18.974954364830687	-16.124016714231033	-19.774057367306447	-19.602116411900155
spectra_logzz_9.0_teff_325.0_grav_1780.0_mh_1.0_co_1.0.nc	5.250420002308894	325.0	1.0	1.0	9.0	chemeq	1.7615710277900978e-09	Y2	-19.959807621285147	-22.99590926347705	-24.969985300595006	-25.34728709666459	-24.296108898588763	-20.849625231372578	-24.73088170289039	-23.819867275954774
spectra_logzz_9.0_teff_275.0_grav_31.0_mh_1.0_co_0.5.nc	3.4913616938342726	275.0	1.0	0.5	9.0	chemeq	2.611145782582343e-09	Y2	-16.6140503249542	-18.388719230524988	-20.30867612998055	-20.712597072000705	-19.405900503286205	-16.41616426021399	-20.04690559182996	-19.82483562375049
spectra_logzz_9.0_teff_275.0_grav_3160.0_mh_1.0_co_0.5.nc	5.4996870826184034	275.0	1.0	0.5	9.0	chemeq	1.5907086956077193e-09	Y2	-19.550401407132902	-22.3888983411353	-23.308911094935432	-23.39848211409303	-22.79489629331379	-19.230150854503144	-22.97533964161105	-21.47317599990211
spectra_logzz_9.0_teff_325.0_grav_562.0_mh_1.0_co_0.5.nc	4.749736315569061	325.0	1.0	0.5	9.0	chemeq	2.108914163948451e-09	Y2	-19.02569575633117	-22.35663786273712	-24.46750392681767	-24.719571950971982	-23.913524877225875	-21.16603978028442	-24.195364571326962	-23.542942563355165
spectra_logzz_4.0_teff_275.0_grav_3160.0_mh_1.0_co_2.5.nc	5.4996870826184034	275.0	1.0	2.5	4.0	chemeq	1.5907086956077193e-09	Y2	-19.578553582630366	-21.259336078358082	-22.70207687645555	-23.01664930531914	-21.954718166528625	-16.914889165906544	-22.418355092229152	-20.977234367878356
spectra_logzz_7.0_teff_275.0_grav_31.0_mh_1.0_co_0.5.nc	3.4913616938342726	275.0	1.0	0.5	7.0	chemeq	2.611145782582343e-09	Y2	-16.535932427163544	-17.707321186475404	-19.8785090654045	-20.353134819249277	-19.001531866802203	-15.90405241481323	-19.657082910215415	-19.496319790677816
