name	logg	Teff	mh	cto	logkzz	PH3	Radius_pc	SpT	f_F070W	f_F090W	f_F115W	f_F150W	f_F200W	f_F277W	f_F300M	f_F356W	f_F410M	f_F444W	f_F480M
spectra_logzz_7.0_teff_1400.0_grav_1000.0_mh_-0.5_co_0.5.nc	5.0	1400.0	-0.5	0.5	7.0	chemeq	2.235250036740914e-09	L7	3.8756375031189235e+20	6.21598768747072e+22	2.4200694667308847e+23	1.987395212236539e+23	1.1489643011937845e+23	8.024301473928284e+22	1.1204769605277815e+23	2.790552991051454e+23	4.190532354062869e+23	2.6488052428843707e+23	1.380057672087785e+23
spectra_logzz_7.0_teff_1400.0_grav_316.0_mh_-0.5_co_1.5.nc	4.4996870826184034	1400.0	-0.5	1.5	7.0	chemeq	2.720206204837998e-09	L7	3.794591083523901e+20	6.277205725160485e+22	2.722185789624483e+23	2.2137489122273648e+23	1.3851108934600482e+23	1.0162004050168897e+23	1.2575114172081727e+23	1.724834530143948e+23	3.707628446992517e+23	2.3690754908333528e+23	1.2170800838806827e+23
spectra_logzz_9.0_teff_1300.0_grav_178.0_mh_-0.5_co_1.0.nc	4.250420002308894	1300.0	-0.5	1.0	9.0	chemeq	2.9209184263419345e-09	L8	1.5459995019108804e+20	4.159764418285039e+22	1.91723404534052e+23	1.4388433728444506e+23	8.664101168889145e+22	6.27002491125379e+22	9.04435675360806e+22	2.3417788933643214e+23	3.503760133857997e+23	2.0717228452293725e+23	8.937240728752106e+22
spectra_logzz_7.0_teff_1400.0_grav_17.0_mh_-0.5_co_2.5.nc	3.230448921378274	1400.0	-0.5	2.5	7.0	chemeq	3.8164384138006714e-09	L7	4.8943762733704774e+20	5.16736716056768e+22	2.3052757707209368e+23	2.6211406137944493e+23	1.9251760832866512e+23	1.8414395774904663e+23	2.0834424897468678e+23	9.426259921062252e+22	2.5754407875221347e+23	2.1146695901116317e+23	1.6998076240282842e+23
spectra_logzz_4.0_teff_1500.0_grav_31.0_mh_-0.5_co_1.0.nc	3.4913616938342726	1500.0	-0.5	1.0	4.0	chemeq	3.6677070588619087e-09	L6	1.2021517118732168e+21	6.28701603398346e+22	3.038981709346517e+23	2.5612445328576193e+23	2.500086368812686e+23	1.555870197874872e+23	1.761604504851266e+23	2.929765775645803e+23	4.785235046989899e+23	3.179262826244312e+23	1.9649924485628384e+23
spectra_logzz_7.0_teff_1500.0_grav_100.0_mh_-0.5_co_2.5.nc	4.0	1500.0	-0.5	2.5	7.0	chemeq	3.272803011120259e-09	L6	5.614900993284623e+20	7.2162382075928034e+22	3.1716990284695405e+23	3.8126365550228596e+23	2.3478797823582013e+23	2.0502347553517892e+23	2.2557479420327623e+23	1.3148980500161338e+23	3.348809724771923e+23	2.4967753547480958e+23	1.731836897069488e+23
spectra_logzz_2.0_teff_1400.0_grav_178.0_mh_-0.5_co_1.0.nc	4.250420002308894	1400.0	-0.5	1.0	2.0	chemeq	2.9705395389429657e-09	L7	5.527560333135367e+20	6.169793215877566e+22	2.6650849930492332e+23	2.067175623900365e+23	1.6361801976886907e+23	1.0844187542484157e+23	1.2723735891266437e+23	1.594751661387183e+23	3.719778615411107e+23	2.709302492410914e+23	1.8665203447114568e+23
spectra_logzz_9.0_teff_1400.0_grav_56.0_mh_-0.5_co_2.5.nc	3.7481880270062002	1400.0	-0.5	2.5	9.0	chemeq	3.3911105038221514e-09	L7	2.5191943581608156e+20	5.2355959796573235e+22	2.431890450240025e+23	2.7030870484385308e+23	1.6942023141000468e+23	1.638671628079768e+23	1.853348504317006e+23	1.0287818153649195e+23	2.759659210832992e+23	2.0453150332001385e+23	1.3910660156711894e+23
spectra_logzz_4.0_teff_1400.0_grav_56.0_mh_-0.5_co_0.5.nc	3.7481880270062002	1400.0	-0.5	0.5	4.0	chemeq	3.3911105038221514e-09	L7	6.199566326156123e+20	5.139983781959528e+22	2.326477005143771e+23	1.8777524683922068e+23	1.665357916498145e+23	1.0165452952272697e+23	1.2502838311091305e+23	2.617421543120642e+23	4.2066629416796616e+23	2.8192859359042603e+23	1.7358477523708553e+23
spectra_logzz_2.0_teff_1300.0_grav_17.0_mh_-0.5_co_2.5.nc	3.230448921378274	1300.0	-0.5	2.5	2.0	chemeq	3.710438355142462e-09	L8	3.643674184157074e+20	3.8814522580818595e+22	1.694800976827264e+23	1.7351743475752372e+23	1.4489040550023859e+23	1.3272608359741531e+23	1.5519667325949788e+23	7.373781524824469e+22	2.1653234507324405e+23	1.9242696770889945e+23	1.7116077996690835e+23
spectra_logzz_9.0_teff_1400.0_grav_31.0_mh_-0.5_co_0.5.nc	3.4913616938342726	1400.0	-0.5	0.5	9.0	chemeq	3.5680758343211115e-09	L7	5.733806347445905e+20	4.467769346706704e+22	2.0992754647969958e+23	1.719471751920868e+23	1.625912608740283e+23	9.549674629572309e+22	1.3102169287364343e+23	3.9233458315087526e+23	4.241607970841084e+23	2.69029143353597e+23	1.5043055299806185e+23
spectra_logzz_7.0_teff_1500.0_grav_17.0_mh_-0.5_co_1.0.nc	3.230448921378274	1500.0	-0.5	1.0	7.0	chemeq	3.92258648322184e-09	L6	1.2126533414830497e+21	5.506323964998368e+22	2.7393546486097303e+23	2.3782121529525208e+23	2.4847740184644076e+23	1.5270644680655603e+23	1.864831916157832e+23	4.024818438773112e+23	4.855424824931934e+23	3.0891858488126706e+23	1.7700327884411653e+23
spectra_logzz_4.0_teff_1400.0_grav_31.0_mh_-0.5_co_2.5.nc	3.4913616938342726	1400.0	-0.5	2.5	4.0	chemeq	3.5680758343211115e-09	L7	4.9526385767507565e+20	5.156909568720972e+22	2.3017429663130867e+23	2.5934029030342287e+23	1.934859537948073e+23	1.7584266355780283e+23	1.984944122930142e+23	9.602072418942334e+22	2.6399306470674497e+23	2.22979970556576e+23	1.8606776859414734e+23
spectra_logzz_8.0_teff_1300.0_grav_562.0_mh_-0.5_co_1.0.nc	4.749736315569061	1300.0	-0.5	1.0	8.0	chemeq	2.4404705947293037e-09	L8	1.6126263107118957e+20	4.676444674878739e+22	2.0013310905950015e+23	1.4577983719603489e+23	8.014044932948191e+22	6.074127034323361e+22	8.441199937759306e+22	1.7929586577103768e+23	3.379521677448432e+23	2.069462218648739e+23	9.53498978028148e+22
spectra_logzz_9.0_teff_1400.0_grav_1780.0_mh_-0.5_co_2.5.nc	5.250420002308894	1400.0	-0.5	2.5	9.0	chemeq	2.0074212206474514e-09	L7	2.908344366588561e+20	5.725469798160404e+22	2.2817289762788655e+23	2.274680950498878e+23	1.2870589169632195e+23	1.1338075957846113e+23	1.3623458605676112e+23	1.2978994954591491e+23	3.379498453009461e+23	2.2223230703990046e+23	1.1557656067477169e+23
spectra_logzz_4.0_teff_1500.0_grav_562.0_mh_-0.5_co_0.5.nc	4.749736315569061	1500.0	-0.5	0.5	4.0	chemeq	2.510391312803249e-09	L6	1.1660981984839049e+21	8.763691718436792e+22	3.4114377572730706e+23	2.7928375884744973e+23	1.9938665624538085e+23	1.2542683459416446e+23	1.5317460529526597e+23	2.9170225136644633e+23	4.9196919681330396e+23	3.333590432541974e+23	2.047995036697187e+23
