name	logg	Teff	mh	cto	logkzz	PH3	Radius_pc	SpT	f_F098M	f_F105W	f_F110W	f_F125W	f_F140W	f_F160W	f_F300X	f_F350LP	f_F435W	f_F475W	f_F475X	f_F555W	f_F600LP	f_F606W	f_F625W	f_F775W	f_F814W	f_F850LP
spectra_logzz_7.0_teff_300.0_grav_31.0_mh_1.0_co_1.5.nc	3.4913616938342726	300.0	1.0	1.5	7.0	chemeq	2.661002329523503e-09	Y2	2.5996854212258934e+18	2.3783329929298714e+18	3.79473694666013e+18	4.207631849692623e+18	4.2645499971689175e+18	1.4267083493570301e+18	nan	7.123030789329743e+16	nan	nan	8596331622788153.0	995846073990516.9	1.2755039059243344e+17	4.983916366275267e+16	5.525624446577455e+16	1.9009627875947648e+17	1.605064357472116e+17	3.1962031193259635e+17
spectra_logzz_9.0_teff_300.0_grav_31.0_mh_1.0_co_1.5.nc	3.4913616938342726	300.0	1.0	1.5	9.0	chemeq	2.661002329523503e-09	Y2	4.892220508262993e+18	4.4452954687946015e+18	6.945273186471902e+18	7.622085200639804e+18	7.315321016111868e+18	1.9329698963479875e+18	nan	1.2665829477830981e+17	nan	nan	9368384661909938.0	1078300608852183.2	2.2732656517896416e+17	5.6500769523479896e+16	6.093284392716182e+16	3.3335483789469946e+17	3.193450371183817e+17	7.330183000321669e+17
spectra_logzz_4.0_teff_300.0_grav_31.0_mh_1.0_co_1.0.nc	3.4913616938342726	300.0	1.0	1.0	4.0	chemeq	2.661002329523503e-09	Y2	2.173435262021086e+18	1.9608929362831444e+18	3.090556057535477e+18	3.4022477882836593e+18	3.522197013380412e+18	1.3068627316793124e+18	nan	6.340467520898561e+16	nan	nan	8041888368867112.0	927197236728136.9	1.1349740666989555e+17	4.533970017773298e+16	5.121055136466663e+16	1.663290754361753e+17	1.4367536543143936e+17	2.770710712140932e+17
spectra_logzz_9.0_teff_300.0_grav_562.0_mh_1.0_co_0.5.nc	4.749736315569061	300.0	1.0	0.5	9.0	chemeq	2.095381911134037e-09	Y2	3.341858384082631e+19	2.695356976102682e+19	3.620381062455541e+19	3.6031387133445714e+19	3.875439896750995e+19	2.128552920143475e+19	nan	1.4317709785707717e+18	nan	nan	5.042632428041629e+16	6143359048828179.0	2.5767476880818755e+18	2.815680657136776e+17	3.010835369308126e+17	1.9653027155464328e+18	4.1766830692176143e+18	1.1675544434353023e+19
spectra_logzz_2.0_teff_325.0_grav_56.0_mh_1.0_co_1.0.nc	3.7481880270062002	325.0	1.0	1.0	2.0	chemeq	2.643945744647225e-09	Y2	7.778220894650122e+18	6.993064444552207e+18	1.0544150235980587e+19	1.1325089522075767e+19	1.2119899864483957e+19	5.085313855977208e+18	nan	1.8257322426851738e+17	nan	nan	1.4562098308212798e+16	1757218873914324.0	3.2780315637023366e+17	8.487707703465278e+16	9.252629718769008e+16	4.439934281173448e+17	4.422780876973842e+17	1.1290745361213208e+18
spectra_logzz_9.0_teff_275.0_grav_562.0_mh_1.0_co_0.5.nc	4.749736315569061	275.0	1.0	0.5	9.0	chemeq	2.0795943327408637e-09	Y2	1.1674722520837655e+19	9.618170568418318e+18	1.2983956295760781e+19	1.2935136608595526e+19	1.3796436568976308e+19	7.314724812939909e+18	nan	8.736322146389644e+17	nan	nan	4.795131014265783e+16	5889587879814047.0	1.5680343832743754e+18	2.6060131332464778e+17	2.83716010962265e+17	1.4622080391849231e+18	2.6974461806137723e+18	6.087264292106074e+18
spectra_logzz_2.0_teff_300.0_grav_3160.0_mh_1.0_co_1.5.nc	5.4996870826184034	300.0	1.0	1.5	2.0	chemeq	1.5955613579662438e-09	Y2	2.598321752271987e+19	2.337770198575302e+19	3.2444062759764374e+19	3.303988323938245e+19	3.554259818305234e+19	1.684279600354401e+19	nan	1.6062503174275625e+18	nan	nan	9.516024726414787e+16	1.3335918740134426e+16	2.882717812204494e+18	5.218530206211358e+17	5.4907414121481146e+17	3.497528485345086e+18	4.80858561482409e+18	1.0145756439683443e+19
spectra_logzz_8.0_teff_275.0_grav_100.0_mh_1.0_co_0.5.nc	4.0	275.0	1.0	0.5	8.0	chemeq	2.485616083158149e-09	Y2	3.3445245407006336e+18	2.782537347951954e+18	4.0731304000766653e+18	4.293327272733871e+18	4.424476604123323e+18	1.9054606306790582e+18	nan	1.9427162865428845e+17	nan	nan	1.604035111709109e+16	1998628846843937.0	3.480973338567243e+17	8.113812857507098e+16	9.216196100530291e+16	4.22039496225269e+17	5.642261190317339e+17	1.0862937565216721e+18
spectra_logzz_7.0_teff_300.0_grav_178.0_mh_1.0_co_1.5.nc	4.250420002308894	300.0	1.0	1.5	7.0	chemeq	2.4021498885254974e-09	Y2	1.1005535838199325e+19	9.766779885952526e+18	1.495040765368082e+19	1.6222343279339864e+19	1.6654807530055006e+19	6.068979451515956e+18	nan	3.462656363838691e+17	nan	nan	2.7849374134120084e+16	3629048175642912.0	6.211598608955621e+17	1.4929666765446998e+17	1.6135485783266618e+17	8.893431129449819e+17	9.126733238136123e+17	1.9542102213957427e+18
spectra_logzz_9.0_teff_275.0_grav_178.0_mh_1.0_co_2.5.nc	4.250420002308894	275.0	1.0	2.5	9.0	chemeq	2.3728283295377162e-09	Y2	4.147385897541638e+18	3.9109226364767616e+18	6.190760831817499e+18	6.83263116368238e+18	6.605389201725657e+18	1.7645824325600863e+18	nan	1.895758110318986e+17	nan	nan	2.28973773943764e+16	3048734451941412.0	3.390801119211453e+17	1.2772452695133488e+17	1.3745076333108333e+17	5.563573019042217e+17	4.817577590300059e+17	7.232644921998573e+17
spectra_logzz_7.0_teff_275.0_grav_1000.0_mh_1.0_co_1.0.nc	5.0	275.0	1.0	1.0	7.0	chemeq	1.919473023357895e-09	Y2	1.3078618169233275e+19	1.1300083390155362e+19	1.6220667680610654e+19	1.689110353310478e+19	1.8263945991844231e+19	8.844956480849249e+18	nan	8.232733035181004e+17	nan	nan	6.339286628275633e+16	9251934867748676.0	1.4757920043008517e+18	3.150005089164163e+17	3.406659096561781e+17	1.8746094094188355e+18	2.43091087649042e+18	4.725398286175814e+18
spectra_logzz_2.0_teff_275.0_grav_316.0_mh_1.0_co_1.5.nc	4.4996870826184034	275.0	1.0	1.5	2.0	chemeq	2.23300211297923e-09	Y2	2.4692569820848794e+18	2.2896946182528294e+18	3.464262089666936e+18	3.7181564548497797e+18	3.8605682781345633e+18	1.5126090634909622e+18	nan	1.989996155064166e+17	nan	nan	3.0203927463097308e+16	3635546677670593.0	3.553296319910598e+17	1.6048643530651366e+17	1.790930016218347e+17	5.452646670999456e+17	5.051432586418946e+17	6.443554173632526e+17
spectra_logzz_8.0_teff_300.0_grav_100.0_mh_1.0_co_0.5.nc	4.0	300.0	1.0	0.5	8.0	chemeq	2.521704863514142e-09	Y2	1.0382673463448842e+19	8.461450922177549e+18	1.1665497697266766e+19	1.1820310697716742e+19	1.226908621139953e+19	5.428325357630959e+18	nan	4.0615523576407885e+17	nan	nan	2.0401997437075492e+16	2210535758602470.2	7.29796165241008e+17	1.1708527372721069e+17	1.2876279134868562e+17	6.956963194489071e+17	1.1680372450446216e+18	2.9770125465606446e+18
spectra_logzz_2.0_teff_300.0_grav_17.0_mh_1.0_co_1.5.nc	3.230448921378274	300.0	1.0	1.5	2.0	chemeq	2.7392460358194033e-09	Y2	8.67313359947902e+17	8.358298251828659e+17	1.362505098185878e+18	1.5246055086847977e+18	1.6219571532915295e+18	6.381718653855361e+17	nan	3.444242083156358e+16	nan	nan	7401741417500718.0	978634998399108.1	6.141916599789124e+16	3.685275406740337e+16	4.2272614437396584e+16	8.660920010016557e+16	6.73490035474065e+16	9.248062924945402e+16
spectra_logzz_2.0_teff_275.0_grav_56.0_mh_1.0_co_2.5.nc	3.7481880270062002	275.0	1.0	2.5	2.0	chemeq	2.5626563753470635e-09	Y2	5.3086824302760576e+17	5.181950418108085e+17	8.74438649062777e+17	9.958148345741576e+17	1.037493463996332e+18	3.800482230405891e+17	nan	4.373579721266458e+16	nan	nan	1.119742745274136e+16	1155751645781453.5	7.781052005678326e+16	6.200720935924925e+16	7.1390147863363064e+16	1.0105129001853e+17	7.65858057961392e+16	6.230270596123238e+16
spectra_logzz_9.0_teff_300.0_grav_178.0_mh_1.0_co_2.5.nc	4.250420002308894	300.0	1.0	2.5	9.0	chemeq	2.4021498885254974e-09	Y2	1.2184435282154752e+19	1.1519510447602575e+19	1.872351097039292e+19	2.1032794113685316e+19	2.0676485821373116e+19	5.988459109873708e+18	nan	4.017397412971287e+17	nan	nan	3.1608442912811044e+16	3856595901190220.0	7.20500671576547e+17	1.7874299848411584e+17	1.88072294513259e+17	1.146067099462829e+18	1.0664642310226591e+18	2.0598137057646013e+18
spectra_logzz_7.0_teff_275.0_grav_178.0_mh_1.0_co_1.5.nc	4.250420002308894	275.0	1.0	1.5	7.0	chemeq	2.3728283295377162e-09	Y2	3.3842007210697027e+18	2.992748284596636e+18	4.584100756036126e+18	4.963079475295085e+18	5.077351368960029e+18	1.8223513003102464e+18	nan	1.5389609485695146e+17	nan	nan	2.054400508985666e+16	2703764329673814.5	2.7518260181194195e+17	1.0911986564510299e+17	1.2149805111410662e+17	4.165914477596075e+17	3.833105166525547e+17	6.09768394966364e+17
spectra_logzz_2.0_teff_300.0_grav_316.0_mh_1.0_co_1.5.nc	4.4996870826184034	300.0	1.0	1.5	2.0	chemeq	2.255558041837094e-09	Y2	8.57311083037341e+18	7.719257053254167e+18	1.1457281102493356e+19	1.2176273553847794e+19	1.291673629615729e+19	5.343308531750571e+18	nan	3.3589867952249734e+17	nan	nan	3.3711932107833176e+16	4403959132872304.5	6.017472543217295e+17	1.8346834165690794e+17	1.9982923226861584e+17	8.663395913921542e+17	8.826688098097971e+17	1.7109856733664215e+18
spectra_logzz_4.0_teff_300.0_grav_3160.0_mh_1.0_co_0.5.nc	5.4996870826184034	300.0	1.0	0.5	4.0	chemeq	1.5955613579662438e-09	Y2	3.5290765008409485e+19	2.9293193403175125e+19	3.8576555575431e+19	3.779642581771906e+19	4.1431722945974804e+19	2.5017118539266245e+19	nan	2.380443725349973e+18	nan	nan	9.227130840053693e+16	1.2515316471619418e+16	4.2800974136005366e+18	5.060128473759869e+17	5.333813077569777e+17	3.7246347677449656e+18	7.251900990042054e+18	1.7884293357933474e+19
spectra_logzz_2.0_teff_325.0_grav_1000.0_mh_1.0_co_1.0.nc	5.0	325.0	1.0	1.0	2.0	chemeq	1.9352618988991165e-09	Y2	4.4337741799482245e+19	3.836679635702113e+19	5.338637311301865e+19	5.448374918316198e+19	5.8124829978875945e+19	2.616906973518911e+19	nan	1.647985666364187e+18	nan	nan	7.825812065228042e+16	9597669989054624.0	2.9633745301405527e+18	4.435246426436647e+17	4.679370590911217e+17	3.0152778823470003e+18	4.657815422982743e+18	1.226839770502855e+19
