name	logg	Teff	mh	cto	logkzz	PH3	Radius_pc	SpT	f_F070W	f_F090W	f_F115W	f_F150W	f_F200W	f_F277W	f_F300M	f_F356W	f_F410M	f_F444W	f_F480M
spectra_logzz_4.0_teff_300.0_grav_56.0_mh_0.0_co_0.5.nc	3.7481880270062002	300.0	0.0	0.5	4.0	chemeq	2.605493798780066e-09	Y2	9.422083090257234e+16	1.5646570843614292e+18	7.087025553970975e+18	5.035056308764514e+18	2.9625928275215744e+17	3.270275333762839e+18	8.691136745792941e+18	1.8093629149734217e+20	2.00907385256028e+21	2.924800305073152e+21	3.0634076191077685e+21
spectra_logzz_2.0_teff_325.0_grav_31.0_mh_0.0_co_0.5.nc	3.4913616938342726	325.0	0.0	0.5	2.0	chemeq	2.6925057269529045e-09	Y2	7.687677084264352e+16	1.6430202807913016e+18	1.0198187415123685e+19	5.739326267575626e+18	5.2361296378969216e+17	5.150834001745396e+18	1.3328034574890168e+19	1.9875946707894292e+20	2.1582388086641693e+21	3.383710016595436e+21	3.856942004512932e+21
spectra_logzz_8.0_teff_325.0_grav_562.0_mh_0.0_co_0.5.nc	4.749736315569061	325.0	0.0	0.5	8.0	chemeq	2.1337262005208867e-09	Y2	3.239387907591547e+17	1.2555897808527423e+19	4.365526560932841e+19	3.6673685896697983e+19	1.7272149837607404e+18	9.601754044641044e+18	2.5275525715377066e+19	7.097064606386614e+20	5.615939317382309e+21	4.978009746330941e+21	2.964457927686529e+21
spectra_logzz_8.0_teff_300.0_grav_56.0_mh_0.0_co_1.5.nc	3.7481880270062002	300.0	0.0	1.5	8.0	chemeq	2.605493798780066e-09	Y2	1.2092604097992677e+17	1.522614295139412e+18	1.767888020054025e+19	9.327773411343288e+18	6.592906018220532e+17	7.008247148928181e+18	1.749022536201868e+19	9.866060666820795e+19	1.722986204448844e+21	1.7556634997550959e+21	1.122396712435787e+21
spectra_logzz_8.0_teff_275.0_grav_17.0_mh_0.0_co_2.5.nc	3.230448921378274	275.0	0.0	2.5	8.0	chemeq	2.6773843630334625e-09	Y2	4.064519191006929e+16	1.464708706686104e+17	3.138627209293342e+18	1.5179462508602652e+18	1.2188878204155694e+17	2.50415998075047e+18	6.230290898710152e+18	2.1549851519207125e+19	6.181015404065897e+20	7.442178001748001e+20	5.452489617916653e+20
spectra_logzz_7.0_teff_325.0_grav_1000.0_mh_0.0_co_0.5.nc	5.0	325.0	0.0	0.5	7.0	chemeq	1.9668395497994175e-09	Y2	3.297466663056365e+17	1.5466144556731974e+19	3.874724720448159e+19	3.617479340855161e+19	1.4761880317188e+18	8.262481670798763e+18	2.1954617625681723e+19	7.873480605191111e+20	5.920075328451569e+21	5.748730808984288e+21	3.89449926876484e+21
spectra_logzz_9.0_teff_325.0_grav_100.0_mh_0.0_co_0.5.nc	4.0	325.0	0.0	0.5	9.0	chemeq	2.557793661879611e-09	Y2	1.7853373610890963e+17	6.316379400198814e+18	4.584591165454367e+19	3.0111835093659537e+19	2.044942220491877e+18	1.4078926805818055e+19	3.6325666354544833e+19	4.920348536438064e+20	4.4136152453911927e+21	3.539215698567633e+21	1.6281101745145661e+21
spectra_logzz_7.0_teff_325.0_grav_17.0_mh_0.0_co_0.5.nc	3.230448921378274	325.0	0.0	0.5	7.0	chemeq	2.768386230752026e-09	Y2	7.287522880286219e+16	1.8734509188846848e+18	2.750749839593062e+19	1.515487584874524e+19	1.6459419283124244e+18	1.5576142171413678e+19	3.94127962065183e+19	2.9399505683380204e+20	3.1154573513347044e+21	2.9594958906471324e+21	2.0307683738363025e+21
spectra_logzz_2.0_teff_300.0_grav_1780.0_mh_0.0_co_1.5.nc	5.250420002308894	300.0	0.0	1.5	2.0	chemeq	1.786382300597677e-09	Y2	3.959578878494315e+17	1.1190768147594349e+19	1.5299855882773326e+19	1.480165381737054e+19	3.5957387115896506e+17	3.1436976785227617e+18	8.056573092822604e+18	1.938673266527069e+20	2.912036188300793e+21	4.5594376742294944e+21	4.2809964753104184e+21
spectra_logzz_9.0_teff_325.0_grav_17.0_mh_0.0_co_0.5.nc	3.230448921378274	325.0	0.0	0.5	9.0	chemeq	2.768386230752026e-09	Y2	7.434844806672446e+16	2.0560387500031516e+18	3.008809490241153e+19	1.6631388325871794e+19	1.786058655982695e+18	1.7174494172718629e+19	4.356451162370399e+19	3.250606024944298e+20	3.2301374762686937e+21	2.658613604894474e+21	1.244058244318232e+21
spectra_logzz_4.0_teff_275.0_grav_1000.0_mh_0.0_co_1.5.nc	5.0	275.0	0.0	1.5	4.0	chemeq	1.9510506952646416e-09	Y2	2.609279259076654e+17	4.205744535271166e+18	5.263374821902924e+18	5.993444968277943e+18	1.0493553464514851e+17	1.4691643494620352e+18	3.847094606693694e+18	9.879069328127002e+19	1.793485616493802e+21	3.018044515086715e+21	2.986202167927392e+21
spectra_logzz_8.0_teff_325.0_grav_178.0_mh_0.0_co_2.5.nc	4.250420002308894	325.0	0.0	2.5	8.0	chemeq	2.4382388999730725e-09	Y2	2.0432970811553517e+17	4.749315401981296e+18	6.939389422526008e+19	3.4218975615121613e+19	2.7834474771416417e+18	1.6764389185936925e+19	4.090028897221105e+19	1.4363476383832325e+20	2.686487570523705e+21	2.5370732572694277e+21	1.3214965215795337e+21
spectra_logzz_9.0_teff_300.0_grav_1000.0_mh_0.0_co_1.5.nc	5.0	300.0	0.0	1.5	9.0	chemeq	1.9578173284523617e-09	Y2	3.066045192074243e+17	9.735203555878844e+18	2.7157389968913105e+19	2.0940398825504743e+19	6.498900317053883e+17	5.435659161924773e+18	1.3774723856277232e+19	2.092438094619875e+20	3.058057027051577e+21	3.059859236976987e+21	1.820733726995397e+21
spectra_logzz_8.0_teff_325.0_grav_17.0_mh_0.0_co_1.0.nc	3.230448921378274	325.0	0.0	1.0	8.0	chemeq	2.768386230752026e-09	Y2	8.04242399156315e+16	1.3729042224720922e+18	3.1043684704970695e+19	1.442322934513534e+19	1.8566201261709353e+18	1.6862013046150312e+19	4.157916319420445e+19	1.746865961267353e+20	2.391022830493227e+21	2.2886377586259237e+21	1.4445005370559048e+21
spectra_logzz_9.0_teff_300.0_grav_1780.0_mh_0.0_co_2.5.nc	5.250420002308894	300.0	0.0	2.5	9.0	chemeq	1.786382300597677e-09	Y2	4.0511382425625466e+17	1.2324394971970769e+19	3.0255283584543674e+19	2.3367680561400398e+19	6.609047447249514e+17	5.649463044135142e+18	1.4068347740112097e+19	1.502640340493546e+20	2.8568533067487977e+21	3.1195604133624446e+21	1.9440267213042224e+21
spectra_logzz_8.0_teff_275.0_grav_56.0_mh_0.0_co_0.5.nc	3.7481880270062002	275.0	0.0	0.5	8.0	chemeq	2.5738817756807663e-09	Y2	7.786089680641576e+16	1.1210714620863453e+18	4.1971756138636426e+18	3.5685872368574807e+18	1.4038101984342216e+17	2.2059617322562668e+18	5.980814239215032e+18	1.3872656784681386e+20	1.6626126208362356e+21	1.7979678968443122e+21	1.3427151310222008e+21
spectra_logzz_4.0_teff_300.0_grav_1780.0_mh_0.0_co_0.5.nc	5.250420002308894	300.0	0.0	0.5	4.0	chemeq	1.786382300597677e-09	Y2	3.8391303427138835e+17	1.294856462502886e+19	1.1351651050157324e+19	1.482118494581845e+19	4.341037202149394e+17	2.7197321226060467e+18	7.473753142548134e+18	5.439690360925942e+20	4.2010675268944386e+21	4.864470169885333e+21	3.650533690998134e+21
spectra_logzz_2.0_teff_275.0_grav_1000.0_mh_0.0_co_0.5.nc	5.0	275.0	0.0	0.5	2.0	chemeq	1.9510506952646416e-09	Y2	2.590369723979374e+17	5.541589670235453e+18	3.7250442776092846e+18	5.425363476395178e+18	1.4454826220418957e+17	1.1621077039262067e+18	3.2968813755148436e+18	2.7479925125061647e+20	2.4583128570016055e+21	3.275418039176216e+21	2.7761398478150503e+21
spectra_logzz_8.0_teff_300.0_grav_562.0_mh_0.0_co_0.5.nc	4.749736315569061	300.0	0.0	0.5	8.0	chemeq	2.122449120988498e-09	Y2	2.2556548356711456e+17	7.400361377917602e+18	1.648397253553693e+19	1.6796122634502191e+19	6.004303277987204e+17	4.4364460676188124e+18	1.200942082163484e+19	4.5915825529223433e+20	3.948612177099432e+21	4.004258500033306e+21	2.835075418341499e+21
