name	logg	Teff	mh	cto	logkzz	PH3	Radius_pc	SpT	f_F062	f_F087	f_F106	f_F129	f_F158	f_F184	f_F146	f_F213
spectra_logzz_9.0_teff_300.0_grav_178.0_mh_0.7_co_1.0.nc	4.250420002308894	300.0	0.7	1.0	9.0	chemeq	2.4021498885254974e-09	Y2	1.6603048015027946e+17	1.8910557536460767e+18	1.5026196862648316e+19	2.2540839224545137e+19	9.016894301623327e+18	3.09400540272107e+17	1.2682727835289692e+19	4.445566647393732e+18
spectra_logzz_2.0_teff_275.0_grav_100.0_mh_0.7_co_1.5.nc	4.0	275.0	0.7	1.5	2.0	chemeq	2.485616083158149e-09	Y2	7.38555695957422e+16	2.1803791695712176e+17	1.0416799721656646e+18	1.664394576126618e+18	6.2210343437546e+17	1.51809634895264e+16	9.056835714877824e+17	3.778673660310213e+17
spectra_logzz_2.0_teff_325.0_grav_1780.0_mh_0.7_co_1.5.nc	5.250420002308894	325.0	0.7	1.5	2.0	chemeq	1.7615710277900978e-09	Y2	5.5553210681242874e+17	7.207583432665658e+18	3.828570840551241e+19	5.626822076498282e+19	2.47635820628161e+19	5.359227911580789e+17	3.2435985625026294e+19	7.890794912206935e+18
spectra_logzz_2.0_teff_275.0_grav_56.0_mh_0.7_co_1.0.nc	3.7481880270062002	275.0	0.7	1.0	2.0	chemeq	2.5626563753470635e-09	Y2	5.763339821829886e+16	1.6578058591633366e+17	6.767861317620179e+17	1.108817774743281e+18	4.067159364802028e+17	1.1758547846036046e+16	5.968644454782354e+17	2.7925393996481107e+17
spectra_logzz_8.0_teff_275.0_grav_316.0_mh_0.7_co_0.5.nc	4.4996870826184034	275.0	0.7	0.5	8.0	chemeq	2.23300211297923e-09	Y2	1.829142545595147e+17	2.3219685431050593e+18	6.79465181083711e+18	8.943278957826434e+18	5.244241017497851e+18	1.6041535509238806e+17	5.71335280996033e+18	1.3223970008146063e+18
spectra_logzz_7.0_teff_300.0_grav_1000.0_mh_0.7_co_0.5.nc	5.0	300.0	0.7	0.5	7.0	chemeq	1.9262397143133415e-09	Y2	4.568710176430672e+17	7.692718472535192e+18	2.92408400946988e+19	3.831504136467908e+19	2.2240880202708873e+19	9.57903976714356e+17	2.4425522191438635e+19	5.143923160256068e+18
spectra_logzz_7.0_teff_275.0_grav_1000.0_mh_0.7_co_2.5.nc	5.0	275.0	0.7	2.5	7.0	chemeq	1.919473023357895e-09	Y2	3.275374673019062e+17	2.0203346742954662e+18	1.027020333215079e+19	1.5949988443802927e+19	6.920620326253325e+18	1.0144283024228525e+17	9.01410957992998e+18	1.911722380457391e+18
spectra_logzz_2.0_teff_300.0_grav_100.0_mh_0.7_co_1.5.nc	4.0	300.0	0.7	1.5	2.0	chemeq	2.521704863514142e-09	Y2	1.2112597495102286e+17	5.026342590114787e+17	3.829561307753827e+18	5.834648791458493e+18	2.2225674237243845e+18	7.948704801520125e+16	3.2388668478198953e+18	1.5911337817303596e+18
spectra_logzz_9.0_teff_275.0_grav_178.0_mh_0.7_co_1.0.nc	4.250420002308894	275.0	0.7	1.0	9.0	chemeq	2.3728283295377162e-09	Y2	1.2056402343524989e+17	9.51901180279994e+17	4.987761503733457e+18	7.355116044678769e+18	3.183260661957286e+18	7.427276743955685e+16	4.2249749315390505e+18	1.2217447938775022e+18
spectra_logzz_9.0_teff_325.0_grav_1000.0_mh_0.7_co_1.5.nc	5.0	325.0	0.7	1.5	9.0	chemeq	1.9352618988991165e-09	Y2	5.5426808606681504e+17	1.0412412957913328e+19	7.3745307690048455e+19	1.1434721738113594e+20	4.5532502199056065e+19	1.468678341386795e+18	6.355225376016054e+19	1.8317383504307184e+19
spectra_logzz_8.0_teff_300.0_grav_316.0_mh_0.7_co_0.5.nc	4.4996870826184034	300.0	0.7	0.5	8.0	chemeq	2.255558041837094e-09	Y2	2.0742766530623402e+17	3.6169917592142157e+18	1.9476745655521964e+19	2.5664054947628315e+19	1.3798296520772403e+19	5.5561583358354355e+17	1.6046320644183402e+19	4.735098400014663e+18
spectra_logzz_2.0_teff_325.0_grav_56.0_mh_0.7_co_2.5.nc	3.7481880270062002	325.0	0.7	2.5	2.0	chemeq	2.643945744647225e-09	Y2	1.008979223636366e+17	3.8892862471995085e+17	6.244346892530566e+18	1.0310208191999947e+19	4.163377181306962e+18	3.37081498682128e+17	5.689064938774422e+18	4.977151560362279e+18
