name	logg	Teff	mh	cto	logkzz	PH3	Radius_pc	SpT	f_F070W	f_F090W	f_F115W	f_F150W	f_F200W	f_F277W	f_F300M	f_F356W	f_F410M	f_F444W	f_F480M
spectra_logzz_4.0_teff_300.0_grav_562.0_mh_1.0_co_0.5.nc	4.749736315569061	300.0	1.0	0.5	4.0	chemeq	2.095381911134037e-09	Y2	5.1957231455622746e+17	3.30636514697622e+18	2.954047105044875e+19	8.188745363791732e+18	3.158164121139552e+18	2.2056372169800617e+18	5.677533860153607e+18	1.052316555147837e+20	1.558762837367361e+21	1.611612984680532e+21	1.0475824217196794e+21
spectra_logzz_7.0_teff_300.0_grav_316.0_mh_1.0_co_0.5.nc	4.4996870826184034	300.0	1.0	0.5	7.0	chemeq	2.255558041837094e-09	Y2	3.907065790631827e+17	2.8562735220853284e+18	3.930086944701965e+19	9.677593577161734e+18	4.820580236017777e+18	3.8645319771390976e+18	9.931710674096273e+18	1.3509186708314933e+20	1.4809445071666668e+21	1.1515949540070308e+21	3.511928778862774e+20
spectra_logzz_8.0_teff_275.0_grav_1780.0_mh_1.0_co_1.5.nc	5.250420002308894	275.0	1.0	1.5	8.0	chemeq	1.7480379347178387e-09	Y2	7.678276792013745e+17	3.639211067073123e+18	4.394513363800655e+19	1.0067899901486991e+19	2.8997971050697615e+18	1.8250303131687954e+18	4.5762819315129375e+18	4.820979104981819e+19	8.107009597325443e+20	7.293216235299664e+20	2.3024618246096172e+20
spectra_logzz_4.0_teff_325.0_grav_56.0_mh_1.0_co_2.5.nc	3.7481880270062002	325.0	1.0	2.5	4.0	chemeq	2.643945744647225e-09	Y2	1.9056787244402784e+17	2.5385388886746733e+17	1.6700623897644677e+19	3.9276067505225754e+18	5.161066052681144e+18	6.921820026677983e+18	1.6955415796793633e+19	2.27075703593528e+19	5.72746599032703e+20	6.250028598004339e+20	3.725203153046443e+20
spectra_logzz_2.0_teff_275.0_grav_178.0_mh_1.0_co_0.5.nc	4.250420002308894	275.0	1.0	0.5	2.0	chemeq	2.3728283295377162e-09	Y2	1.9477230097592118e+17	4.6712682025102726e+17	3.8183585026015826e+18	8.732991848707244e+17	5.068117369061085e+17	4.8324181345220896e+17	1.2834017642479332e+18	3.0221957717676904e+19	5.938365767079874e+20	9.285810679863575e+20	9.711563729985356e+20
spectra_logzz_7.0_teff_300.0_grav_56.0_mh_1.0_co_0.5.nc	3.7481880270062002	300.0	1.0	0.5	7.0	chemeq	2.605552525641428e-09	Y2	1.5328240147278182e+17	5.3333556894600064e+17	1.205522097061952e+19	2.5539205110802627e+18	2.2771224897149169e+18	2.9848732787958625e+18	7.743300446857868e+18	6.884890410784073e+19	7.501538334393534e+20	6.291382313784284e+20	2.5509782635519263e+20
spectra_logzz_8.0_teff_275.0_grav_1000.0_mh_1.0_co_2.5.nc	5.0	275.0	1.0	2.5	8.0	chemeq	1.919473023357895e-09	Y2	7.58781726411227e+17	1.7142590998478333e+18	3.125120795153055e+19	5.841454879487859e+18	2.3614096531858877e+18	1.8112811665106184e+18	4.542345724129748e+18	2.155561038935575e+19	4.272234533463743e+20	4.2176279734646466e+20	1.571769234307598e+20
spectra_logzz_2.0_teff_325.0_grav_562.0_mh_1.0_co_2.5.nc	4.749736315569061	325.0	1.0	2.5	2.0	chemeq	2.108914163948451e-09	Y2	6.284385418914305e+17	2.0960629758203366e+18	6.862969919962559e+19	1.6452192817911177e+19	1.1022609753030943e+19	6.613982928636737e+18	1.6355769352705288e+19	4.159786193663309e+19	1.1512659114327499e+21	1.430254254003109e+21	1.194676474379501e+21
spectra_logzz_9.0_teff_300.0_grav_56.0_mh_1.0_co_0.5.nc	3.7481880270062002	300.0	1.0	0.5	9.0	chemeq	2.605552525641428e-09	Y2	1.6542073193720992e+17	1.1557648734313124e+18	1.657099537250187e+19	3.5491910381538944e+18	3.003159271793963e+18	3.8587957276691446e+18	1.019412725142482e+19	1.4077794972146444e+20	9.564320872412683e+20	6.255711788225997e+20	1.801218795604678e+20
spectra_logzz_4.0_teff_325.0_grav_178.0_mh_1.0_co_2.5.nc	4.250420002308894	325.0	1.0	2.5	4.0	chemeq	2.4292162322183615e-09	Y2	4.171971007737089e+17	8.432789711777993e+17	3.5740489372420674e+19	9.73663600578502e+18	8.550474744036215e+18	7.066935114454753e+18	1.7411225214253322e+19	3.1184418494269096e+19	7.17000806236967e+20	8.412960708884973e+20	5.96859069579998e+20
spectra_logzz_8.0_teff_300.0_grav_56.0_mh_1.0_co_1.0.nc	3.7481880270062002	300.0	1.0	1.0	8.0	chemeq	2.605552525641428e-09	Y2	1.6855040679214845e+17	4.3252013606956474e+17	1.464095921979699e+19	2.4045354180832077e+18	2.4810589741604874e+18	3.6076711444999404e+18	9.157701615133409e+18	4.73960216802862e+19	5.403031411017596e+20	4.4157473179152325e+20	1.6986806973038123e+20
spectra_logzz_8.0_teff_300.0_grav_1000.0_mh_1.0_co_0.5.nc	5.0	300.0	1.0	0.5	8.0	chemeq	1.9262397143133415e-09	Y2	8.398193575232419e+17	9.308763865031307e+18	8.072354210142324e+19	2.3048536128142676e+19	7.701328015329868e+18	4.652288423901919e+18	1.1810902832874328e+19	2.4592244106097004e+20	2.2634012711663394e+21	1.6026389869493808e+21	3.630273093754932e+20
spectra_logzz_4.0_teff_325.0_grav_17.0_mh_1.0_co_0.5.nc	3.230448921378274	325.0	1.0	0.5	4.0	chemeq	2.796249626932809e-09	Y2	1.22085238994738e+17	2.4991775739769754e+17	1.1252673158554362e+19	2.5556379643196923e+18	3.7324196764123617e+18	4.944245463029566e+18	1.2526381320944873e+19	6.146472326917073e+19	9.335864551453439e+20	9.1693567135409e+20	5.491000754641414e+20
spectra_logzz_4.0_teff_275.0_grav_1000.0_mh_1.0_co_1.0.nc	5.0	275.0	1.0	1.0	4.0	chemeq	1.919473023357895e-09	Y2	5.6169102061408154e+17	1.7128374167006244e+18	1.4927047089245704e+19	3.688344304923994e+18	1.1648000657403098e+18	8.19741761709131e+17	2.1007542657118382e+18	3.5575438213199315e+19	8.726741397406313e+20	1.0488228986523691e+21	7.339295315626253e+20
spectra_logzz_4.0_teff_325.0_grav_562.0_mh_1.0_co_0.5.nc	4.749736315569061	325.0	1.0	0.5	4.0	chemeq	2.108914163948451e-09	Y2	5.883155778445633e+17	5.733825649481318e+18	7.776838601024574e+19	2.028622759409009e+19	9.610201863588964e+18	5.580345632317697e+18	1.4117416851315716e+19	1.848362891950431e+20	2.332269888336899e+21	2.0815436282904592e+21	1.1098771542604663e+21
spectra_logzz_2.0_teff_300.0_grav_1780.0_mh_1.0_co_1.0.nc	5.250420002308894	300.0	1.0	1.0	2.0	chemeq	1.7548045679055585e-09	Y2	8.608097038727777e+17	4.757860997676293e+18	4.570803107537935e+19	1.1381356284880056e+19	3.6850128610308767e+18	1.9062394335154163e+18	4.754705597883321e+18	7.439348965100544e+19	1.5220515541077296e+21	1.9782459602430486e+21	1.6878450068358452e+21
spectra_logzz_7.0_teff_325.0_grav_316.0_mh_1.0_co_0.5.nc	4.4996870826184034	325.0	1.0	0.5	7.0	chemeq	2.278113860411116e-09	Y2	5.325314018691043e+17	5.316306126488176e+18	8.896922516079703e+19	2.3315317943614456e+19	1.307310131728774e+19	9.036462235768885e+18	2.290446733185265e+19	2.638925761643242e+20	2.279805461078545e+21	1.6115427275752192e+21	4.234560808642058e+20
spectra_logzz_8.0_teff_325.0_grav_17.0_mh_1.0_co_1.5.nc	3.230448921378274	325.0	1.0	1.5	8.0	chemeq	2.796249626932809e-09	Y2	1.6016095955860867e+17	3.498291469740816e+17	1.846067915627618e+19	3.1069022470959293e+18	4.850260509675984e+18	8.559405863446511e+18	2.1126447707064762e+19	4.844387012319941e+19	5.131212066981939e+20	3.87619843000385e+20	1.686419486239867e+20
spectra_logzz_2.0_teff_325.0_grav_3160.0_mh_1.0_co_2.5.nc	5.4996870826184034	325.0	1.0	2.5	2.0	chemeq	1.5989433905410841e-09	Y2	1.460443548395003e+18	8.265696459819843e+18	1.4723097023675408e+20	3.556025312242179e+19	1.435284197578436e+19	6.917160108066833e+18	1.6990240911632726e+19	7.0195311030865986e+19	1.8580166986101322e+21	2.462344322775046e+21	2.2225791143039544e+21
spectra_logzz_2.0_teff_325.0_grav_178.0_mh_1.0_co_0.5.nc	4.250420002308894	325.0	1.0	0.5	2.0	chemeq	2.4292162322183615e-09	Y2	3.6671248636357626e+17	1.9962577336134277e+18	3.5603694872443433e+19	8.840803428130109e+18	6.546519274484319e+18	4.587865977509466e+18	1.164491978071297e+19	1.139948152981913e+20	1.6621244679276842e+21	2.0167345908936805e+21	1.8301853227914494e+21
spectra_logzz_9.0_teff_300.0_grav_1000.0_mh_1.0_co_1.0.nc	5.0	300.0	1.0	1.0	9.0	chemeq	1.9262397143133415e-09	Y2	8.988896913688445e+17	7.689401376200202e+18	9.421013879148464e+19	2.1872308357018513e+19	8.542626053157154e+18	4.96070609420792e+18	1.2425866320785775e+19	1.401564970114441e+20	1.4188830814451576e+21	1.0203807572254318e+21	2.4085893244108856e+20
spectra_logzz_8.0_teff_325.0_grav_17.0_mh_1.0_co_0.5.nc	3.230448921378274	325.0	1.0	0.5	8.0	chemeq	2.796249626932809e-09	Y2	1.3408055526674128e+17	6.67092456298094e+17	1.8273041325125446e+19	3.7838659988103224e+18	4.986422630524538e+18	6.705621945120842e+18	1.7296377183026029e+19	1.3597639928472483e+20	9.845600128423017e+20	6.626124931842214e+20	2.3294565633259854e+20
spectra_logzz_2.0_teff_325.0_grav_178.0_mh_1.0_co_1.5.nc	4.250420002308894	325.0	1.0	1.5	2.0	chemeq	2.4292162322183615e-09	Y2	4.080617062088403e+17	1.1256548065313434e+18	3.834256414451275e+19	8.535546640857233e+18	7.683592129385696e+18	5.870130012245752e+18	1.4578927173784474e+19	4.725409587970956e+19	1.0830667666492975e+21	1.3086821019370788e+21	1.0884895067471509e+21
spectra_logzz_9.0_teff_325.0_grav_316.0_mh_1.0_co_2.5.nc	4.4996870826184034	325.0	1.0	2.5	9.0	chemeq	2.278113860411116e-09	Y2	7.573742654518979e+17	4.223820448092468e+18	1.230212614208062e+20	2.0594341356681994e+19	1.6533145278408122e+19	1.4073692850141403e+19	3.3774439984398213e+19	7.348289261214557e+19	7.743954242673506e+20	5.419558871755819e+20	2.2396126741472644e+20
spectra_logzz_2.0_teff_275.0_grav_31.0_mh_1.0_co_2.5.nc	3.4913616938342726	275.0	1.0	2.5	2.0	chemeq	2.611145782582343e-09	Y2	5.767104896128323e+16	8452591504409670.0	9.335178913967003e+17	1.958061595248982e+17	2.8678131061121606e+17	5.80655345520846e+17	1.4588923029299151e+18	3.41342481760904e+18	1.698627232426404e+20	3.732116429223529e+20	5.2993289755541635e+20
spectra_logzz_9.0_teff_325.0_grav_100.0_mh_1.0_co_1.0.nc	4.0	325.0	1.0	1.0	9.0	chemeq	2.5532825778353047e-09	Y2	3.238822228890823e+17	3.139692380704967e+18	7.259809473131658e+19	1.286974393487754e+19	1.1516452140395555e+19	1.107394750381669e+19	2.774861642572168e+19	1.801925744176966e+20	1.2841770599657735e+21	7.805971508901244e+20	2.2266451299984435e+20
spectra_logzz_7.0_teff_325.0_grav_1000.0_mh_1.0_co_1.0.nc	5.0	325.0	1.0	1.0	7.0	chemeq	1.9352618988991165e-09	Y2	9.406834880524251e+17	1.0883154079234181e+19	1.8741286822348338e+20	4.479900415522998e+19	2.040669999551513e+19	1.1407640298803829e+19	2.825291585122427e+19	2.0464271837080394e+20	2.3489280107446854e+21	1.7402271838691719e+21	4.413731254750168e+20
spectra_logzz_7.0_teff_325.0_grav_316.0_mh_1.0_co_1.5.nc	4.4996870826184034	325.0	1.0	1.5	7.0	chemeq	2.278113860411116e-09	Y2	6.167629951118287e+17	3.281066653685129e+18	9.396744030751978e+19	1.971007787351922e+19	1.391825096968219e+19	1.083466561811903e+19	2.677211860207177e+19	9.590812036186776e+19	1.178830476513646e+21	9.50939353997621e+20	3.3198306592336236e+20
spectra_logzz_7.0_teff_325.0_grav_17.0_mh_1.0_co_1.0.nc	3.230448921378274	325.0	1.0	1.0	7.0	chemeq	2.796249626932809e-09	Y2	1.4308060748054347e+17	3.161562839269706e+17	1.6218695988056515e+19	3.105895939930939e+18	4.74763966607463e+18	7.208390275679604e+18	1.8030228188756e+19	5.92480906677581e+19	6.730186137854171e+20	5.356265810140938e+20	2.0520032541187434e+20
spectra_logzz_4.0_teff_325.0_grav_17.0_mh_1.0_co_1.5.nc	3.230448921378274	325.0	1.0	1.5	4.0	chemeq	2.796249626932809e-09	Y2	1.2319410856425106e+17	1.0117237756585704e+17	8.265070109774575e+18	2.063539801802121e+18	3.295788403089646e+18	5.097736006282014e+18	1.2600327204572983e+19	2.2858463115666182e+19	5.0984094418182524e+20	5.966667015951429e+20	4.3934183459075614e+20
