name	logg	Teff	mh	cto	logkzz	PH3	Radius_pc	SpT	f_F098M	f_F105W	f_F110W	f_F125W	f_F140W	f_F160W	f_F300X	f_F350LP	f_F435W	f_F475W	f_F475X	f_F555W	f_F600LP	f_F606W	f_F625W	f_F775W	f_F814W	f_F850LP
spectra_logzz_4.0_teff_300.0_grav_1780.0_mh_-1.0_co_0.5.nc	5.250420002308894	300.0	-1.0	0.5	4.0	chemeq	1.786382866538159e-09	Y2	-22.867150105042775	-22.253424607411286	-21.766964325992447	-19.768728875826373	-21.233192631376994	-21.831606282823017	nan	-19.726440077354727	nan	nan	-14.414734443493884	-12.028284233568662	-20.376283414823746	-16.3814864520198	-16.38601684814052	-18.33593679696081	-20.25104191746057	-22.100950790146488
spectra_logzz_8.0_teff_325.0_grav_178.0_mh_-1.0_co_2.5.nc	4.250420002308894	325.0	-1.0	2.5	8.0	chemeq	2.4247059500110064e-09	Y2	-22.950149314354736	-22.38123907438928	-22.292918849078745	-21.83761469834841	-22.770494616788618	-23.12770638234197	nan	-19.90846442363614	nan	nan	-14.240701179941418	-11.53808365947016	-20.5553110992163	-16.38417863168256	-16.351768465852324	-19.34662286990154	-20.76746155636646	-22.277594533753476
spectra_logzz_9.0_teff_325.0_grav_1000.0_mh_-1.0_co_0.5.nc	5.0	325.0	-1.0	0.5	9.0	chemeq	1.9578173624816837e-09	Y2	-23.096561262282087	-22.4886345494385	-22.133279570179656	-20.965926105318907	-22.094306044799445	-22.67303804060463	nan	-20.038420955647858	nan	nan	-14.708674861908179	-12.274493344181664	-20.686826459677274	-16.67472152412131	-16.674273001424652	-19.05703799630292	-20.726669121107477	-22.406318007526693
spectra_logzz_7.0_teff_325.0_grav_3160.0_mh_-1.0_co_2.5.nc	5.4996870826184034	325.0	-1.0	2.5	7.0	chemeq	1.6371145985624411e-09	Y2	-23.733230806016167	-23.124236684392336	-22.711286663638376	-21.273954119065877	-22.694693979673456	-23.16304728453073	nan	-20.647388690803904	nan	nan	-14.938087592579258	-12.565744552959963	-21.296809380959075	-16.896291916426282	-16.89997032024137	-19.36221683303065	-21.295425029062514	-23.03514241579211
spectra_logzz_8.0_teff_300.0_grav_316.0_mh_-1.0_co_1.0.nc	4.4996870826184034	300.0	-1.0	1.0	8.0	chemeq	2.2713463694327747e-09	Y2	-22.508885059487447	-21.900831665221467	-21.534259914327915	-20.316370565164434	-21.46106856686564	-22.01954764129461	nan	-19.445061862958873	nan	nan	-13.921051396412153	-11.333354847616043	-20.093323673836906	-16.000542925492304	-15.988416258646687	-18.466126487501636	-20.152316728067817	-21.818560623187615
spectra_logzz_4.0_teff_325.0_grav_178.0_mh_-1.0_co_1.0.nc	4.250420002308894	325.0	-1.0	1.0	4.0	chemeq	2.4247059500110064e-09	Y2	-22.863041779897316	-22.281317558709485	-22.11854713741498	-21.524551255833323	-22.417983961280015	-22.888833686986533	nan	-19.808205760294754	nan	nan	-14.157675238731052	-11.505275950181534	-20.45553327464437	-16.25003345055344	-16.22674920574886	-19.12264239059058	-20.610119955703958	-22.1788458789622
spectra_logzz_7.0_teff_325.0_grav_316.0_mh_-1.0_co_1.5.nc	4.4996870826184034	325.0	-1.0	1.5	7.0	chemeq	2.2848798353694526e-09	Y2	-23.0602340417348	-22.47303246606502	-22.26500924681698	-21.57304720414051	-22.569534862772837	-23.018391271615208	nan	-19.942316505533814	nan	nan	-14.089053355741143	-11.83671614887561	-20.590725282465087	-16.121886112763043	-16.109212257757612	-19.000259539526823	-20.666393229620294	-22.329415536123953
spectra_logzz_9.0_teff_325.0_grav_56.0_mh_-1.0_co_1.0.nc	3.7481880270062002	325.0	-1.0	1.0	9.0	chemeq	2.612266159347838e-09	Y2	-22.690107305254944	-22.13564947274247	-22.102240927876203	-21.73910478852858	-22.56002237381547	-22.980450314297524	nan	-19.51936237682997	nan	nan	-13.299001453201157	-10.635663373863508	-20.1671200917935	-15.459877938710008	-15.42367339231744	-18.702362967952794	-20.30730485302397	-21.91971775095335
spectra_logzz_2.0_teff_300.0_grav_17.0_mh_-1.0_co_1.0.nc	3.230448921378274	300.0	-1.0	1.0	2.0	chemeq	2.686000108339325e-09	Y2	-21.214315571458712	-20.657224690191427	-20.65855992781402	-20.328123036997162	-21.180377445065496	-21.65891651775252	nan	-18.373675650827145	nan	nan	-12.593044760405178	-9.595500320005819	-19.018291052774785	-14.865607702853403	-14.80634830157394	-18.10499224051094	-19.38598474750962	-20.72292476084118
spectra_logzz_4.0_teff_300.0_grav_562.0_mh_-1.0_co_1.5.nc	4.749736315569061	300.0	-1.0	1.5	4.0	chemeq	2.1156823557096483e-09	Y2	-22.7244708142769	-22.112525755867857	-21.71921941817594	-20.367887476215113	-21.62599535124205	-22.15894331130783	nan	-19.69735175892633	nan	nan	-14.375136199534651	-11.788286269113968	-20.345439766045622	-16.44393497372758	-16.435571145268817	-18.721655838610843	-20.41873754202752	-22.0646835325143
