name	logg	Teff	mh	cto	logkzz	PH3	Radius_pc	SpT	f_F062	f_F087	f_F106	f_F129	f_F158	f_F184	f_F146	f_F213
spectra_logzz_2.0_teff_1400.0_grav_17.0_mh_-1.0_co_2.5.nc	3.230448921378274	1400.0	-1.0	2.5	2.0	chemeq	3.8164384138006714e-09	L7	-26.890751763093974	-31.728940495597357	-33.04808705567283	-33.59132435329156	-33.339259616601154	-32.92591767572106	-33.134232233568724	-32.92616832854688
spectra_logzz_9.0_teff_1400.0_grav_1000.0_mh_-1.0_co_1.5.nc	5.0	1400.0	-1.0	1.5	9.0	chemeq	2.235250036740914e-09	L7	-26.862834341288615	-31.6817033448317	-32.90975924965302	-33.404877769646596	-33.26576935392439	-32.58479790237406	-32.95162784482679	-32.36622574754702
spectra_logzz_7.0_teff_1300.0_grav_1000.0_mh_-1.0_co_1.0.nc	5.0	1300.0	-1.0	1.0	7.0	chemeq	2.2059278882597377e-09	L8	-26.175287621023784	-31.43073044068188	-32.65990768448954	-33.079468072155535	-32.83971499374271	-32.116992605253344	-32.61279062429981	-31.930770043541944
spectra_logzz_2.0_teff_1300.0_grav_178.0_mh_-1.0_co_2.5.nc	4.250420002308894	1300.0	-1.0	2.5	2.0	chemeq	2.9209184263419345e-09	L8	-26.70114184588862	-31.645339318066902	-32.822586613406706	-33.26967097027372	-32.87753378398901	-32.38278870466259	-32.77934724456581	-32.414769470109405
spectra_logzz_4.0_teff_1400.0_grav_1000.0_mh_-1.0_co_2.5.nc	5.0	1400.0	-1.0	2.5	4.0	chemeq	2.235250036740914e-09	L7	-27.195620678708337	-31.745489658961727	-32.91751396583753	-33.38370239749213	-33.228992930652154	-32.65488847016354	-32.955163166909955	-32.549451690980035
spectra_logzz_8.0_teff_1500.0_grav_178.0_mh_-1.0_co_1.5.nc	4.250420002308894	1500.0	-1.0	1.5	8.0	chemeq	3.0224160427679003e-09	L6	-27.539531202156155	-32.154960650479104	-33.4181141050037	-33.958698342989	-33.7086987377096	-33.16053030966734	-33.45542615060323	-32.97370182829144
spectra_logzz_9.0_teff_1400.0_grav_178.0_mh_-1.0_co_2.5.nc	4.250420002308894	1400.0	-1.0	2.5	9.0	chemeq	2.9705395389429657e-09	L7	-26.8039952747774	-31.89947222650336	-33.147204062497025	-33.69421626416113	-33.377471671136746	-32.73389968455203	-33.15956987025339	-32.49698378424592
spectra_logzz_7.0_teff_1300.0_grav_562.0_mh_-1.0_co_1.0.nc	4.749736315569061	1300.0	-1.0	1.0	7.0	chemeq	2.4404705947293037e-09	L8	-26.209617433981876	-31.450167995397557	-32.664658761605	-33.082869218445936	-32.86491404700764	-32.180184787472896	-32.630761218405624	-32.006202392020256
spectra_logzz_8.0_teff_1500.0_grav_1000.0_mh_-1.0_co_2.5.nc	5.0	1500.0	-1.0	2.5	8.0	chemeq	2.2668277431846594e-09	L6	-27.592413612686396	-32.02884864249791	-33.2184113204156	-33.79747650749464	-33.65752170221242	-33.034445332323	-33.32645923911822	-32.817851146878944
spectra_logzz_2.0_teff_1500.0_grav_178.0_mh_-1.0_co_0.5.nc	4.250420002308894	1500.0	-1.0	0.5	2.0	chemeq	3.0224160427679003e-09	L6	-27.846764695781395	-32.187656315242805	-33.39218799306878	-33.88852320293297	-33.65631137841785	-33.20187329424282	-33.42268753016577	-33.12479314295622
