name	logg	Teff	mh	cto	logkzz	PH3	Radius_pc	SpT	f_F098M	f_F105W	f_F110W	f_F125W	f_F140W	f_F160W	f_F300X	f_F350LP	f_F435W	f_F475W	f_F475X	f_F555W	f_F600LP	f_F606W	f_F625W	f_F775W	f_F814W	f_F850LP
spectra_logzz_7.0_teff_325.0_grav_1780.0_mh_0.0_co_1.0.nc	5.250420002308894	325.0	0.0	1.0	7.0	chemeq	1.790892962258419e-09	Y2	4.404448180253496e+19	2.9997671654406255e+19	3.6886930573269135e+19	3.479134235544137e+19	4.718583081649897e+19	4.580048844824935e+19	nan	2.4779759984881183e+18	nan	nan	2.9107259575290348e+16	3309123793709481.0	4.483877571139346e+18	1.7844777701758707e+17	1.808137368012577e+17	2.2327299261866557e+18	6.210398569309662e+18	2.144598787850614e+19
spectra_logzz_7.0_teff_300.0_grav_17.0_mh_0.0_co_0.5.nc	3.230448921378274	300.0	0.0	0.5	7.0	chemeq	2.722926711101284e-09	Y2	4.1744740423115315e+18	3.317435850904837e+18	5.454083639490008e+18	6.195692939728867e+18	8.01607656876804e+18	6.425740279261689e+18	nan	1.8104694483171392e+17	nan	nan	2610746768520829.0	232310467187871.44	3.263076290117428e+17	1.823210722592272e+16	1.8492022514284536e+16	2.745542692299628e+17	5.3590263767749856e+17	1.507479929601738e+18
spectra_logzz_4.0_teff_325.0_grav_17.0_mh_0.0_co_2.5.nc	3.230448921378274	325.0	0.0	2.5	4.0	chemeq	2.768386230752026e-09	Y2	4.636870977019319e+18	4.22167279295573e+18	7.948581055135286e+18	9.640917837431878e+18	1.2020874731585208e+19	7.365795588650046e+18	nan	1.2012317413854514e+17	nan	nan	3413182640903718.5	450638425742096.56	2.1628487993036858e+17	2.216655738876125e+16	2.234683297170061e+16	2.946357461872546e+17	3.3380981297892806e+17	8.667299706783411e+17
spectra_logzz_9.0_teff_275.0_grav_1000.0_mh_0.0_co_1.0.nc	5.0	275.0	0.0	1.0	9.0	chemeq	1.9510506952646416e-09	Y2	8.110266363146661e+18	5.183975468098774e+18	5.669478706762897e+18	4.655946415084834e+18	7.480637594137072e+18	9.060739461081261e+18	nan	8.235822874730132e+17	nan	nan	1.856422369189331e+16	1999832087234067.5	1.4848011041051607e+18	1.140256685731222e+17	1.1615402284865256e+17	1.0987890846898685e+18	2.4010401400894715e+18	6.333638015849288e+18
spectra_logzz_4.0_teff_325.0_grav_562.0_mh_0.0_co_2.5.nc	4.749736315569061	325.0	0.0	2.5	4.0	chemeq	2.1337262005208867e-09	Y2	2.6459944378889187e+19	2.0852894905090273e+19	3.3387464996206313e+19	3.761895590690337e+19	4.852258308803653e+19	3.5108991967510843e+19	nan	1.274608108678707e+18	nan	nan	2.4567415815388676e+16	2641244387619702.0	2.3006075836763077e+18	1.5242128361970547e+17	1.5389823413500947e+17	1.8779449141372972e+18	3.503905840829272e+18	1.023014074470441e+19
spectra_logzz_7.0_teff_325.0_grav_316.0_mh_0.0_co_2.5.nc	4.4996870826184034	325.0	0.0	2.5	7.0	chemeq	2.2961577651344503e-09	Y2	3.293497341925244e+19	2.6587802740431606e+19	4.406117059857191e+19	5.055572230727397e+19	6.478555499091313e+19	4.458375449795525e+19	nan	1.1794688621601142e+18	nan	nan	1.7156708046661144e+16	1764177821437142.8	2.1312547254012378e+18	1.115923379404179e+17	1.1191871536001354e+17	1.542440185059647e+18	3.108207028022961e+18	1.0194470245426637e+19
spectra_logzz_2.0_teff_275.0_grav_1780.0_mh_0.0_co_1.0.nc	5.250420002308894	275.0	0.0	1.0	2.0	chemeq	1.7796156779131804e-09	Y2	7.135997407326954e+18	4.3567225434516716e+18	4.2531238421988e+18	3.0019676519643725e+18	5.37472638038999e+18	7.345310372975833e+18	nan	8.023175814905876e+17	nan	nan	2.2880984788921496e+16	2990076259580568.5	1.4460362670533652e+18	1.2588244205358581e+17	1.2899757381341602e+17	1.1347574277436008e+18	2.3066493638439373e+18	5.877439524715262e+18
spectra_logzz_2.0_teff_275.0_grav_31.0_mh_0.0_co_1.5.nc	3.4913616938342726	275.0	0.0	1.5	2.0	chemeq	2.613137785770313e-09	Y2	3.5226752939551405e+17	3.1596978687593805e+17	5.802632345622628e+17	6.944915561442285e+17	9.108342116732187e+17	7.220268592712292e+17	nan	5.352251063848255e+16	nan	nan	2968603339595242.0	286518808650738.8	9.587522426035997e+16	1.8224768029292744e+16	1.913525594479372e+16	1.5560978923379254e+17	1.7175198776324138e+17	2.5213924185551734e+17
spectra_logzz_2.0_teff_325.0_grav_178.0_mh_0.0_co_2.5.nc	4.250420002308894	325.0	0.0	2.5	2.0	chemeq	2.4382388999730725e-09	Y2	1.2690938267520344e+19	1.072102285052145e+19	1.7692324250801224e+19	2.020142179167386e+19	2.510557291877271e+19	1.6543422988667668e+19	nan	5.349344299687249e+17	nan	nan	1.1076075335725246e+16	1147092232707291.5	9.643923223437188e+17	7.209419611144248e+16	7.262639761345168e+16	9.267727588083634e+17	1.539366415565437e+18	4.217906614373006e+18
spectra_logzz_7.0_teff_325.0_grav_100.0_mh_0.0_co_1.0.nc	4.0	325.0	0.0	1.0	7.0	chemeq	2.557793661879611e-09	Y2	2.1208992572953014e+19	1.687042803511386e+19	2.816954453845805e+19	3.2408387480800182e+19	4.1480220198552035e+19	3.0796059015551807e+19	nan	7.960369366311478e+17	nan	nan	1.0731010498644684e+16	998253047531290.6	1.4376912315229775e+18	7.118462180624021e+16	7.121258746715935e+16	1.0716679563871656e+18	2.1306356980272676e+18	6.796094741053227e+18
spectra_logzz_2.0_teff_325.0_grav_3160.0_mh_0.0_co_0.5.nc	5.4996870826184034	325.0	0.0	0.5	2.0	chemeq	1.629333637009788e-09	Y2	3.4409399539141485e+19	2.2083750557944648e+19	2.346315401075931e+19	1.9114823733074227e+19	2.779403055833691e+19	3.5646519837525377e+19	nan	2.444634134782594e+18	nan	nan	3.815912911900881e+16	4799091224138360.0	4.420450799437016e+18	2.137755145967332e+17	2.182447105798935e+17	2.403072719186468e+18	6.270152526036238e+18	2.0252433070350103e+19
spectra_logzz_4.0_teff_300.0_grav_1000.0_mh_0.0_co_1.0.nc	5.0	300.0	0.0	1.0	4.0	chemeq	1.9578173284523617e-09	Y2	1.4681123951534836e+19	9.852226027635528e+18	1.1670095183483226e+19	1.0507547942021757e+19	1.517349778245546e+19	1.6216938955145382e+19	nan	1.1061297538537358e+18	nan	nan	1.9085670218429796e+16	2298059492243358.5	1.9971277597492495e+18	1.1545702294088269e+17	1.1774279413640464e+17	1.2857448504094702e+18	3.0689938657697085e+18	8.995345414183113e+18
spectra_logzz_9.0_teff_325.0_grav_316.0_mh_0.0_co_1.5.nc	4.4996870826184034	325.0	0.0	1.5	9.0	chemeq	2.2961577651344503e-09	Y2	3.76531918940749e+19	2.913851213523618e+19	4.550944282341966e+19	5.058335341379971e+19	6.445743155319174e+19	4.748974905711752e+19	nan	1.4556053326820186e+18	nan	nan	1.705248689355235e+16	1742739961468598.0	2.6324271941256136e+18	1.109412029924826e+17	1.1138966240339288e+17	1.5625145534361713e+18	3.715332863777696e+18	1.2925924457989575e+19
spectra_logzz_7.0_teff_275.0_grav_17.0_mh_0.0_co_1.5.nc	3.230448921378274	275.0	0.0	1.5	7.0	chemeq	2.6773843630334625e-09	Y2	1.071794494510485e+18	9.105757655324581e+17	1.6782327687645053e+18	2.0141007611136486e+18	2.657480163668348e+18	1.9216284513928812e+18	nan	5.834948978152416e+16	nan	nan	2315341343848835.0	183030998283376.53	1.0474339172735992e+17	1.598545676446985e+16	1.6473270931560452e+16	1.575147210880855e+17	1.7942561002230506e+17	3.4405824178769e+17
spectra_logzz_7.0_teff_300.0_grav_56.0_mh_0.0_co_2.5.nc	3.7481880270062002	300.0	0.0	2.5	7.0	chemeq	2.605493798780066e-09	Y2	6.131001692953305e+18	5.260842683968565e+18	9.36627611446481e+18	1.1087002725714944e+19	1.4296984550401925e+19	9.5717317480433e+18	nan	2.4536263614506493e+17	nan	nan	6939353484797577.0	587308647393291.5	4.414366451666217e+17	4.8390806953493304e+16	4.841837511451292e+16	5.779513449979956e+17	7.279002360130729e+17	1.6953927164844654e+18
spectra_logzz_8.0_teff_275.0_grav_1000.0_mh_0.0_co_0.5.nc	5.0	275.0	0.0	0.5	8.0	chemeq	1.9510506952646416e-09	Y2	7.365496916305931e+18	4.5251371083286385e+18	4.4443752410726636e+18	3.1561622384954204e+18	5.359216380338592e+18	7.868579740810041e+18	nan	8.166969681422921e+17	nan	nan	1.820965699764723e+16	1959165476448044.5	1.4725884819899517e+18	1.1131040895693672e+17	1.1371028663489342e+17	9.809861686398522e+17	2.3708704548486733e+18	6.385679985255131e+18
